payment_sequential,payment_type,payment_installments,payment_value
1,credit_card,2,181.55
1,credit_card,1,143.49
2,voucher,1,38.2
1,boleto,1,56.01
1,credit_card,5,194.91
1,boleto,1,101.14
1,credit_card,1,36.69
1,credit_card,1,79.22
1,credit_card,7,77.72
1,boleto,1,212.32
1,credit_card,2,113.65
1,boleto,1,31.28
1,credit_card,8,100.0
1,credit_card,3,138.26
1,credit_card,3,140.68
2,voucher,1,104.98
1,credit_card,2,88.72
1,boleto,1,117.46
1,credit_card,2,185.84
1,voucher,1,4.65
1,credit_card,3,199.53
1,credit_card,1,100.0
1,credit_card,1,58.13
1,boleto,1,165.7
1,credit_card,3,98.49
1,credit_card,1,34.92
1,boleto,1,75.17
1,boleto,1,35.0
2,voucher,1,100.0
1,credit_card,3,35.84
1,boleto,1,348.24
1,credit_card,1,567.52
1,debit_card,1,121.72
1,boleto,1,77.37
1,credit_card,1,38.0
1,credit_card,5,274.01
1,boleto,1,100.36
1,credit_card,3,70.14
1,credit_card,1,45.29
1,credit_card,3,161.25
1,boleto,1,193.99
1,credit_card,1,153.39
1,credit_card,1,309.54
1,credit_card,3,81.63
1,credit_card,1,123.25
1,credit_card,3,87.3
1,credit_card,3,106.29
1,credit_card,2,52.92
1,boleto,1,67.13
1,credit_card,1,108.31
1,debit_card,1,25.13
1,credit_card,5,346.39
1,credit_card,3,137.17
1,boleto,1,97.87
1,credit_card,1,42.94
1,credit_card,1,146.02
1,credit_card,3,87.51
1,credit_card,1,107.29
1,credit_card,1,339.64
1,credit_card,1,204.08
2,voucher,1,32.62
1,credit_card,1,741.18
1,boleto,1,51.82
1,credit_card,1,122.47
1,credit_card,5,124.69
1,credit_card,1,216.14
1,credit_card,3,165.43
2,voucher,1,50.0
1,credit_card,4,146.43
1,credit_card,4,96.8
1,debit_card,1,84.72
1,boleto,1,94.99
1,voucher,1,5.51
1,credit_card,5,100.0
1,credit_card,2,56.78
1,credit_card,3,71.0
1,credit_card,2,116.45
1,credit_card,4,125.34
1,credit_card,1,55.69
1,boleto,1,200.71
1,credit_card,1,63.6
1,credit_card,4,94.31
1,credit_card,3,116.94
1,credit_card,1,68.66
1,credit_card,2,61.0
1,boleto,1,71.72
1,credit_card,3,154.74
1,credit_card,5,77.44
1,boleto,1,65.0
1,credit_card,1,129.23
1,boleto,1,34.64
1,credit_card,5,226.86
1,credit_card,1,170.3
1,credit_card,1,45.6
1,credit_card,2,73.08
1,credit_card,1,35.11
1,boleto,1,34.53
1,credit_card,4,201.65
1,credit_card,5,60.18
1,credit_card,1,89.58
1,credit_card,1,82.8
1,credit_card,4,46.0
2,voucher,1,33.63
1,credit_card,1,174.81
1,credit_card,5,113.14
2,voucher,1,230.0
1,boleto,1,100.0
1,credit_card,7,106.38
1,credit_card,1,93.1
1,credit_card,1,196.34
1,credit_card,5,248.36
1,credit_card,3,106.17
1,credit_card,4,40.53
1,credit_card,1,97.09
1,boleto,1,185.57
1,credit_card,1,110.92
1,credit_card,6,60.42
1,credit_card,3,37.33
1,credit_card,1,90.78
2,voucher,1,69.19
1,credit_card,4,97.32
1,credit_card,5,103.91
1,credit_card,3,377.5
1,credit_card,1,104.02
1,credit_card,2,93.64
1,credit_card,3,114.81
2,voucher,1,244.0
1,credit_card,3,165.03
1,credit_card,6,194.37
1,credit_card,1,174.88
1,credit_card,6,476.44
1,credit_card,2,83.34
1,boleto,1,83.9
1,credit_card,5,116.74
1,boleto,1,56.88
1,voucher,1,49.0
1,credit_card,2,72.14
1,credit_card,1,27.53
1,boleto,1,212.73
1,credit_card,6,186.62
1,credit_card,1,11.58
1,credit_card,4,104.62
1,credit_card,5,142.1
1,boleto,1,109.98
1,credit_card,3,162.44
1,credit_card,1,114.27
1,credit_card,4,234.5
1,credit_card,5,57.5
1,boleto,1,167.8
1,credit_card,1,49.0
1,boleto,1,352.63
1,credit_card,1,79.17
2,voucher,1,23.06
2,voucher,1,82.63
1,credit_card,1,147.16
1,credit_card,1,63.27
1,credit_card,1,46.09
1,boleto,1,199.44
1,credit_card,4,383.83
1,credit_card,4,249.76
1,credit_card,1,78.2
1,credit_card,2,143.75
1,boleto,1,123.4
1,boleto,1,349.87
1,credit_card,1,23.92
1,credit_card,1,9.08
1,credit_card,1,126.74
1,credit_card,3,314.95
1,credit_card,2,221.38
1,boleto,1,183.12
1,credit_card,1,280.12
1,boleto,1,117.01
1,credit_card,1,298.73
1,credit_card,2,179.99
1,credit_card,1,175.9
1,credit_card,1,25.29
1,boleto,1,79.05
1,credit_card,1,98.13
1,boleto,1,62.35
1,credit_card,1,89.36
1,boleto,1,78.68
1,credit_card,3,144.28
1,credit_card,6,65.09
1,credit_card,1,150.17
1,credit_card,4,257.45
1,boleto,1,117.96
1,credit_card,2,210.08
1,boleto,1,135.92
1,credit_card,1,52.68
2,voucher,1,16.81
1,boleto,1,83.41
1,credit_card,1,138.17
1,credit_card,2,142.48
1,credit_card,2,78.71
1,credit_card,1,135.62
1,credit_card,1,40.23
1,credit_card,1,40.1
2,voucher,1,14.85
2,voucher,1,13.14
1,credit_card,2,23.35
2,voucher,1,19.38
1,boleto,1,135.0
1,credit_card,1,58.29
1,credit_card,3,64.62
1,boleto,1,62.34
1,credit_card,1,40.07
1,credit_card,4,119.18
1,credit_card,2,120.49
1,credit_card,5,114.36
1,credit_card,9,190.58
1,boleto,1,137.53
1,credit_card,1,632.48
1,credit_card,3,107.94
1,credit_card,1,79.73
1,credit_card,3,223.36
1,boleto,1,121.92
2,voucher,1,47.73
1,boleto,1,72.48
1,boleto,1,80.59
1,credit_card,8,396.35
1,boleto,1,77.6
1,credit_card,4,59.18
1,credit_card,2,56.78
1,credit_card,1,116.25
1,credit_card,6,60.95
1,credit_card,4,75.38
1,boleto,1,130.56
1,credit_card,5,62.44
1,credit_card,1,355.43
1,credit_card,3,167.55
1,boleto,1,84.38
1,boleto,1,100.0
1,credit_card,2,184.85
1,credit_card,1,57.59
1,credit_card,3,260.19
1,credit_card,5,141.32
1,credit_card,2,52.78
1,boleto,1,124.96
1,boleto,1,97.31
1,credit_card,4,45.21
1,credit_card,1,85.91
1,credit_card,2,55.04
1,credit_card,2,47.27
1,credit_card,1,105.37
1,credit_card,1,80.51
1,credit_card,1,98.26
1,credit_card,1,87.64
1,boleto,1,23.49
1,credit_card,2,93.65
1,credit_card,3,143.1
1,credit_card,3,35.0
1,credit_card,2,103.04
2,credit_card,2,150.0
1,credit_card,4,41.68
1,credit_card,6,69.4
1,credit_card,1,37.25
1,credit_card,1,290.32
1,boleto,1,51.79
1,credit_card,1,42.58
1,credit_card,5,143.55
1,debit_card,1,187.83
1,boleto,1,107.46
1,credit_card,2,108.93
1,boleto,1,137.22
1,credit_card,1,82.6
1,boleto,1,75.65
1,boleto,1,132.44
2,voucher,1,30.0
1,credit_card,1,29.77
1,credit_card,1,127.23
1,credit_card,8,81.89
1,boleto,1,21.94
1,credit_card,2,156.99
1,credit_card,3,32.11
1,credit_card,1,45.13
1,voucher,1,19.99
1,credit_card,1,134.66
1,boleto,1,40.0
1,credit_card,2,49.59
1,credit_card,4,212.8
1,credit_card,1,20.03
1,credit_card,1,71.13
1,voucher,1,14.33
1,boleto,1,45.22
1,boleto,1,52.18
1,credit_card,1,573.0
1,credit_card,1,1.93
1,credit_card,1,63.61
1,credit_card,1,101.82
1,credit_card,1,118.96
1,credit_card,1,5.18
1,credit_card,4,44.35
1,boleto,1,59.42
1,credit_card,4,734.14
1,credit_card,1,26.44
1,credit_card,1,48.53
1,credit_card,1,245.19
1,credit_card,2,101.05
1,voucher,1,4.88
1,credit_card,4,217.92
2,voucher,1,199.44
1,credit_card,1,27.39
1,credit_card,4,209.46
1,credit_card,1,183.62
1,credit_card,8,185.05
1,credit_card,5,259.92
1,credit_card,2,48.0
1,credit_card,3,73.56
1,credit_card,1,7.91
1,boleto,1,165.57
1,credit_card,1,96.8
1,credit_card,4,216.83
1,voucher,1,15.03
1,credit_card,1,674.33
1,voucher,1,20.45
1,credit_card,1,3.86
1,boleto,1,206.09
1,credit_card,1,71.54
1,credit_card,4,48.22
1,credit_card,4,192.49
1,credit_card,4,86.15
1,credit_card,2,127.46
1,credit_card,2,302.55
1,boleto,1,52.49
1,credit_card,1,9.12
1,credit_card,4,177.36
1,credit_card,1,133.75
1,boleto,1,204.38
1,credit_card,6,76.63
1,credit_card,8,198.13
1,credit_card,6,153.4
1,boleto,1,67.5
1,credit_card,3,62.98
1,boleto,1,106.68
1,boleto,1,93.48
1,debit_card,1,125.64
1,boleto,1,14.62
1,credit_card,1,217.64
1,credit_card,8,380.22
1,credit_card,6,91.89
1,credit_card,1,2.81
1,credit_card,4,40.09
1,credit_card,1,45.87
1,credit_card,8,432.36
1,credit_card,1,99.14
1,credit_card,5,208.35
1,credit_card,2,117.94
1,boleto,1,258.44
1,voucher,1,53.99
2,voucher,1,20.0
1,credit_card,1,127.5
1,credit_card,3,73.27
1,credit_card,1,108.39
1,boleto,1,216.68
1,credit_card,6,100.0
1,credit_card,6,80.2
1,credit_card,2,62.59
1,credit_card,1,350.09
1,credit_card,3,34.0
1,voucher,1,42.31
1,credit_card,5,57.8
1,credit_card,3,119.25
1,credit_card,9,90.26
1,credit_card,4,139.0
1,credit_card,1,130.04
1,credit_card,1,139.17
1,credit_card,1,80.2
1,credit_card,2,121.09
1,boleto,1,55.12
1,credit_card,4,228.41
1,boleto,1,50.53
1,credit_card,3,69.71
1,credit_card,1,135.51
1,boleto,1,187.94
1,credit_card,8,186.44
1,credit_card,5,180.52
1,credit_card,1,88.49
1,boleto,1,55.13
1,credit_card,1,65.99
1,credit_card,3,169.73
1,boleto,1,57.28
2,voucher,1,31.67
1,credit_card,1,23.38
1,credit_card,1,38.05
1,credit_card,1,45.09
1,voucher,1,101.73
1,credit_card,1,95.56
1,credit_card,1,142.67
1,credit_card,6,197.5
1,boleto,1,90.56
1,boleto,1,105.37
1,credit_card,1,93.36
1,credit_card,5,52.26
1,boleto,1,227.27
1,credit_card,1,52.77
1,credit_card,3,146.02
1,credit_card,2,121.69
1,credit_card,1,135.0
1,boleto,1,161.96
1,credit_card,4,302.62
1,boleto,1,113.26
1,credit_card,2,135.24
1,boleto,1,29.75
1,credit_card,1,100.0
1,credit_card,1,27.29
1,credit_card,3,261.28
1,voucher,1,10.82
1,credit_card,1,166.68
1,credit_card,1,32.72
1,credit_card,3,39.0
1,credit_card,3,81.46
1,credit_card,6,62.44
1,credit_card,6,654.8
1,boleto,1,100.0
1,credit_card,2,95.77
1,credit_card,4,151.97
1,credit_card,2,29.41
1,credit_card,2,53.1
1,credit_card,2,75.11
1,credit_card,5,68.35
2,voucher,1,50.0
1,credit_card,7,74.58
1,credit_card,1,59.12
1,boleto,1,138.72
1,credit_card,3,74.74
1,credit_card,5,52.85
1,credit_card,5,212.03
1,credit_card,4,40.0
1,credit_card,2,76.17
1,boleto,1,201.77
1,credit_card,2,27.77
1,boleto,1,51.22
1,credit_card,1,58.78
1,credit_card,8,259.46
1,credit_card,4,88.72
1,credit_card,1,60.75
1,credit_card,3,31.75
1,credit_card,4,84.12
1,credit_card,5,81.23
1,credit_card,8,184.15
1,boleto,1,230.6
1,boleto,1,147.14
1,credit_card,1,87.64
1,debit_card,1,340.07
1,boleto,1,154.89
1,credit_card,1,76.65
1,credit_card,1,302.33
1,credit_card,7,138.39
1,credit_card,2,44.17
1,credit_card,2,110.08
1,credit_card,1,45.86
1,credit_card,3,77.57
1,debit_card,1,33.22
1,credit_card,1,35.48
1,credit_card,2,32.66
1,credit_card,2,138.48
1,boleto,1,33.65
1,credit_card,1,39.53
1,credit_card,1,259.06
1,credit_card,5,73.28
1,debit_card,1,62.78
1,credit_card,3,78.52
1,credit_card,1,42.29
1,credit_card,3,101.68
1,credit_card,1,28.76
1,credit_card,2,130.56
1,credit_card,3,70.15
1,credit_card,3,48.21
1,credit_card,1,67.82
1,boleto,1,194.08
1,boleto,1,56.85
1,credit_card,8,414.81
1,voucher,1,4.65
1,credit_card,1,211.18
1,debit_card,1,38.14
1,credit_card,5,189.7
1,credit_card,3,254.14
1,credit_card,4,44.58
1,voucher,1,47.6
1,boleto,1,223.27
1,boleto,1,54.94
1,credit_card,2,71.14
1,credit_card,1,323.89
1,credit_card,1,66.98
1,boleto,1,487.27
1,credit_card,1,38.36
1,boleto,1,147.78
1,credit_card,5,414.18
1,boleto,1,135.14
1,credit_card,1,161.77
1,credit_card,1,146.66
1,credit_card,3,102.75
1,credit_card,2,31.27
1,credit_card,1,181.39
1,credit_card,6,62.98
1,credit_card,5,100.0
1,credit_card,1,52.22
1,credit_card,1,71.27
1,boleto,1,216.87
1,credit_card,3,192.47
1,credit_card,8,554.96
1,credit_card,2,214.13
1,credit_card,4,45.86
1,boleto,1,254.01
1,credit_card,3,207.94
1,credit_card,6,143.15
1,debit_card,1,26.24
1,credit_card,3,65.43
1,credit_card,1,327.31
1,credit_card,3,128.04
1,boleto,1,44.0
1,credit_card,2,100.0
1,credit_card,1,112.34
1,credit_card,5,141.23
1,credit_card,1,149.02
1,credit_card,1,155.77
1,credit_card,1,100.0
1,credit_card,3,146.3
1,credit_card,1,125.56
1,boleto,1,40.1
1,credit_card,2,176.97
1,credit_card,2,117.95
1,credit_card,2,100.0
1,boleto,1,104.69
1,credit_card,1,53.95
1,credit_card,1,142.92
1,boleto,1,211.75
1,credit_card,2,66.01
1,credit_card,5,188.89
1,credit_card,1,35.72
1,credit_card,2,183.03
1,credit_card,5,66.67
1,debit_card,1,217.72
1,credit_card,1,42.42
3,voucher,1,32.06
1,credit_card,2,63.1
1,credit_card,3,62.78
1,credit_card,3,157.21
1,boleto,1,296.19
1,credit_card,2,176.87
1,credit_card,8,100.0
1,boleto,1,106.67
1,credit_card,6,100.0
1,boleto,1,63.49
1,boleto,1,137.67
1,credit_card,2,61.36
1,credit_card,1,181.99
1,credit_card,1,171.83
1,credit_card,1,456.64
1,credit_card,1,96.1
1,boleto,1,348.89
1,credit_card,5,168.65
1,credit_card,4,201.34
1,credit_card,1,175.32
1,credit_card,8,100.0
1,credit_card,2,99.33
1,credit_card,6,65.76
1,credit_card,1,33.99
1,credit_card,1,66.63
1,boleto,1,19.77
1,credit_card,2,105.31
1,credit_card,3,63.09
1,debit_card,1,169.99
1,credit_card,4,383.72
1,boleto,1,64.14
1,boleto,1,85.62
1,boleto,1,176.53
1,credit_card,5,196.26
1,voucher,1,50.0
1,boleto,1,47.0
1,credit_card,2,86.73
1,credit_card,7,165.14
1,boleto,1,38.01
1,debit_card,1,100.0
1,credit_card,1,98.34
1,credit_card,8,141.23
1,credit_card,4,101.34
1,boleto,1,37.69
1,credit_card,2,163.12
1,credit_card,1,30.4
1,credit_card,3,137.85
1,credit_card,1,210.64
1,credit_card,4,49.42
1,credit_card,4,130.2
1,boleto,1,312.84
1,credit_card,1,100.35
1,credit_card,2,53.58
1,credit_card,1,54.52
1,credit_card,1,68.32
2,credit_card,1,91.7
1,debit_card,1,27.68
2,voucher,1,50.0
1,credit_card,2,223.14
1,credit_card,5,53.3
1,voucher,1,103.86
1,debit_card,1,82.65
1,boleto,1,280.65
1,credit_card,1,419.37
1,credit_card,6,64.1
1,credit_card,4,70.07
1,credit_card,2,346.38
1,credit_card,1,212.02
1,credit_card,1,239.32
1,credit_card,1,55.69
1,boleto,1,72.05
1,credit_card,1,65.09
1,credit_card,1,35.38
1,credit_card,2,116.94
1,credit_card,1,33.22
1,boleto,1,53.85
1,boleto,1,131.42
1,credit_card,3,205.57
1,credit_card,1,56.75
1,credit_card,3,93.13
1,credit_card,1,134.28
1,credit_card,1,226.79
1,credit_card,1,55.92
1,credit_card,5,59.5
1,credit_card,2,45.5
1,voucher,1,1.03
1,credit_card,2,207.43
1,credit_card,1,66.01
1,boleto,1,368.11
1,credit_card,1,24.67
1,credit_card,3,251.07
1,credit_card,3,33.84
2,voucher,1,50.0
1,boleto,1,50.27
1,credit_card,3,64.72
1,credit_card,4,76.08
1,credit_card,1,100.0
1,credit_card,2,300.0
3,voucher,1,15.4
1,credit_card,2,122.57
1,credit_card,8,204.53
1,boleto,1,65.48
1,boleto,1,315.84
1,credit_card,6,185.89
2,voucher,1,68.52
1,credit_card,1,161.77
1,boleto,1,181.37
1,boleto,1,100.0
1,credit_card,1,65.1
1,debit_card,1,62.91
1,credit_card,5,55.86
1,credit_card,2,67.57
1,credit_card,8,172.44
1,credit_card,1,181.69
1,credit_card,6,151.16
1,boleto,1,47.45
1,credit_card,5,54.42
1,credit_card,3,37.03
1,credit_card,1,42.52
1,credit_card,8,554.32
1,credit_card,5,213.06
1,credit_card,7,446.18
1,boleto,1,106.87
1,credit_card,7,364.95
1,credit_card,1,114.79
1,credit_card,1,48.62
1,debit_card,1,149.78
1,credit_card,1,162.79
1,credit_card,1,84.56
1,boleto,1,154.56
1,credit_card,5,50.65
1,credit_card,3,168.2
1,credit_card,4,189.26
1,boleto,1,155.73
1,boleto,1,58.65
1,credit_card,3,154.7
1,credit_card,1,22.61
1,boleto,1,155.49
1,credit_card,1,99.05
1,credit_card,3,34.62
2,voucher,1,131.62
1,credit_card,4,78.65
1,credit_card,3,191.83
1,boleto,1,96.8
1,credit_card,1,61.83
1,boleto,1,65.27
1,credit_card,3,34.01
1,credit_card,1,100.0
1,boleto,1,116.34
1,credit_card,2,40.85
1,credit_card,1,100.0
1,credit_card,1,27.68
1,voucher,1,29.1
1,credit_card,4,250.76
1,credit_card,4,48.22
1,credit_card,2,160.76
1,credit_card,2,117.85
1,credit_card,8,173.46
1,credit_card,3,108.0
1,credit_card,4,98.59
1,boleto,1,253.02
1,credit_card,1,100.0
1,boleto,1,189.37
1,credit_card,1,112.95
1,credit_card,6,69.97
1,credit_card,1,206.08
1,credit_card,1,94.86
1,credit_card,1,27.77
1,credit_card,5,123.68
1,credit_card,8,84.36
1,credit_card,8,303.53
1,credit_card,3,101.84
1,credit_card,2,117.81
1,credit_card,2,138.72
1,credit_card,3,75.53
1,voucher,1,23.8
2,voucher,1,117.9
1,credit_card,1,63.49
1,boleto,1,124.35
1,credit_card,1,210.01
1,credit_card,2,239.85
1,boleto,1,241.21
1,credit_card,1,47.84
1,debit_card,1,49.53
1,credit_card,1,66.74
1,credit_card,1,151.97
1,boleto,1,117.83
1,boleto,1,26.22
1,credit_card,4,40.79
1,credit_card,5,226.31
1,credit_card,2,168.72
1,credit_card,1,125.42
1,credit_card,8,82.67
1,credit_card,1,273.62
1,boleto,1,124.84
1,boleto,1,22.23
1,credit_card,2,110.0
1,credit_card,1,54.1
2,voucher,1,50.0
1,credit_card,4,257.52
1,boleto,1,219.49
1,credit_card,1,92.57
1,credit_card,4,350.0
1,credit_card,9,239.5
1,boleto,1,81.05
1,credit_card,1,68.73
1,credit_card,2,130.15
1,credit_card,3,220.04
1,credit_card,1,101.71
1,credit_card,5,51.63
1,credit_card,1,100.0
1,boleto,1,31.13
1,credit_card,2,44.0
1,voucher,1,17.51
1,credit_card,4,154.72
1,credit_card,1,90.76
1,boleto,1,101.65
1,credit_card,3,67.02
1,voucher,1,7.09
1,credit_card,1,65.14
1,credit_card,2,132.6
1,credit_card,1,618.85
1,credit_card,1,29.06
1,boleto,1,189.33
1,credit_card,8,165.7
1,credit_card,3,168.96
1,credit_card,3,216.5
1,credit_card,4,129.32
1,credit_card,2,83.05
1,credit_card,2,126.64
1,credit_card,4,283.32
1,boleto,1,46.82
1,credit_card,7,507.9
1,boleto,1,29.1
1,boleto,1,111.02
1,credit_card,1,32.62
1,voucher,1,81.34
1,credit_card,2,296.73
1,credit_card,1,163.68
1,credit_card,1,100.0
1,credit_card,2,145.72
1,credit_card,2,163.96
1,voucher,1,249.99
1,credit_card,2,244.74
1,credit_card,5,103.98
1,credit_card,1,172.13
1,credit_card,4,96.8
1,credit_card,1,11.71
1,credit_card,7,76.65
1,credit_card,7,78.27
1,credit_card,1,79.62
3,voucher,1,20.0
1,voucher,1,194.42
2,voucher,1,20.0
1,credit_card,1,42.4
1,credit_card,1,8.83
1,boleto,1,56.12
1,credit_card,3,107.1
1,credit_card,1,25.13
1,boleto,1,54.09
1,credit_card,2,67.75
1,credit_card,5,218.3
1,voucher,1,225.71
1,credit_card,1,34.09
1,credit_card,1,116.45
1,credit_card,1,230.1
1,credit_card,1,61.72
1,debit_card,1,114.44
1,credit_card,2,194.91
1,boleto,1,38.9
1,credit_card,1,45.22
1,credit_card,1,128.6
1,credit_card,2,30.0
1,credit_card,1,6.79
1,credit_card,1,9.02
1,credit_card,1,190.67
1,credit_card,8,437.33
1,credit_card,1,100.0
1,boleto,1,153.39
1,boleto,1,43.22
1,credit_card,2,60.06
1,voucher,1,28.13
1,debit_card,1,37.46
1,credit_card,3,287.38
1,credit_card,3,73.15
1,credit_card,1,194.0
1,credit_card,1,45.46
1,credit_card,3,138.84
1,credit_card,1,336.6
1,credit_card,1,695.99
1,boleto,1,26.71
1,credit_card,5,319.89
1,credit_card,1,29.56
1,credit_card,1,255.69
1,boleto,1,105.03
1,credit_card,4,163.25
1,boleto,1,57.7
1,credit_card,1,46.78
1,credit_card,4,40.01
1,boleto,1,86.22
1,credit_card,2,38.27
1,credit_card,1,51.82
1,credit_card,1,30.69
1,credit_card,7,143.1
1,credit_card,2,112.71
1,credit_card,3,103.2
2,credit_card,4,70.45
1,credit_card,1,81.89
1,credit_card,5,145.5
1,credit_card,1,82.52
1,credit_card,3,86.55
1,boleto,1,148.79
1,credit_card,1,101.15
1,credit_card,8,100.0
1,credit_card,1,52.34
1,credit_card,1,56.94
1,credit_card,1,153.43
2,credit_card,4,77.0
1,credit_card,2,23.88
1,credit_card,2,59.42
1,credit_card,1,29.09
1,credit_card,5,117.77
1,credit_card,5,118.28
1,credit_card,8,126.43
1,credit_card,7,154.77
2,voucher,1,49.22
1,credit_card,2,46.78
1,credit_card,1,668.26
1,credit_card,7,155.82
1,credit_card,2,209.36
1,credit_card,3,174.07
1,credit_card,2,282.46
1,boleto,1,125.44
1,credit_card,2,187.17
1,credit_card,1,28.87
1,credit_card,1,59.37
1,credit_card,1,42.29
1,boleto,1,108.42
1,credit_card,3,163.71
1,boleto,1,141.48
1,credit_card,4,112.76
1,credit_card,4,99.9
1,credit_card,1,52.38
1,credit_card,4,42.58
1,boleto,1,163.26
1,debit_card,1,59.0
1,credit_card,1,157.72
1,boleto,1,33.77
1,credit_card,6,66.89
1,boleto,1,100.0
1,credit_card,9,185.19
1,credit_card,1,14.06
1,credit_card,2,387.27
1,boleto,1,91.18
1,credit_card,8,386.93
1,boleto,1,162.04
1,debit_card,1,149.68
1,credit_card,1,99.9
1,boleto,1,133.95
1,credit_card,1,94.04
1,credit_card,1,29.69
1,credit_card,1,415.32
1,credit_card,1,87.36
1,credit_card,5,73.4
1,credit_card,5,317.32
1,boleto,1,187.43
1,credit_card,1,40.0
1,credit_card,6,208.51
1,boleto,1,58.1
1,credit_card,1,36.34
1,credit_card,3,112.35
1,credit_card,3,125.66
1,credit_card,1,36.34
1,credit_card,6,61.75
1,credit_card,1,222.9
1,credit_card,3,511.75
1,credit_card,3,305.34
1,voucher,1,25.0
1,boleto,1,61.01
1,boleto,1,51.84
1,credit_card,6,674.87
1,credit_card,4,171.32
1,credit_card,2,178.9
1,credit_card,4,186.85
1,credit_card,1,49.1
1,credit_card,1,32.79
2,voucher,1,20.0
1,credit_card,7,188.52
1,debit_card,1,91.95
1,credit_card,1,91.66
1,credit_card,1,79.29
3,voucher,1,2.39
1,credit_card,1,146.25
1,credit_card,1,55.69
1,credit_card,2,93.0
1,credit_card,1,48.01
1,credit_card,1,18.23
1,boleto,1,198.13
1,boleto,1,138.9
1,credit_card,1,682.14
2,credit_card,5,97.46
1,credit_card,2,106.15
1,credit_card,2,69.43
1,boleto,1,70.6
1,credit_card,1,118.47
1,boleto,1,403.26
1,credit_card,1,65.09
1,boleto,1,151.77
1,credit_card,3,78.51
1,credit_card,6,132.51
1,boleto,1,13.78
1,credit_card,3,96.29
1,credit_card,1,61.84
1,credit_card,1,724.21
1,credit_card,3,191.17
1,boleto,1,292.88
1,credit_card,1,0.81
1,credit_card,1,115.68
1,credit_card,1,59.22
3,voucher,1,15.82
1,credit_card,1,100.0
1,boleto,1,82.9
1,credit_card,6,135.59
1,credit_card,1,0.66
1,credit_card,2,52.16
1,credit_card,2,139.55
1,credit_card,1,93.48
1,credit_card,1,144.68
1,credit_card,6,148.35
1,credit_card,1,60.54
1,credit_card,1,542.66
1,credit_card,2,113.62
1,credit_card,3,94.69
1,credit_card,1,123.0
1,credit_card,3,310.2
1,credit_card,1,44.09
1,credit_card,1,86.37
1,credit_card,1,167.36
1,credit_card,1,33.73
1,credit_card,1,145.68
1,credit_card,1,31.75
2,voucher,1,3.41
1,credit_card,6,163.45
2,voucher,1,16.0
1,credit_card,1,218.19
1,credit_card,3,45.25
1,credit_card,1,50.19
1,credit_card,1,65.05
1,boleto,1,137.56
1,credit_card,3,113.44
1,credit_card,2,236.79
1,credit_card,2,188.91
1,credit_card,5,329.87
1,credit_card,3,164.63
1,debit_card,1,141.97
1,boleto,1,55.18
1,credit_card,1,19.78
1,credit_card,6,93.7
1,credit_card,3,30.84
1,credit_card,1,69.12
1,credit_card,3,65.09
1,credit_card,3,31.77
1,boleto,1,83.06
1,voucher,1,1.96
1,credit_card,5,141.73
1,credit_card,1,327.9
1,credit_card,1,30.06
1,credit_card,1,33.37
1,credit_card,1,148.45
1,credit_card,7,71.74
1,credit_card,1,64.22
1,credit_card,4,122.5
1,credit_card,1,35.23
1,credit_card,2,195.0
1,credit_card,1,30.0
1,credit_card,7,225.67
1,credit_card,2,116.36
1,boleto,1,225.15
1,credit_card,3,78.18
1,credit_card,5,155.57
1,credit_card,8,288.46
1,credit_card,1,101.25
1,credit_card,1,24.17
1,credit_card,6,159.62
1,credit_card,3,31.11
1,boleto,1,62.06
1,credit_card,1,183.93
1,credit_card,1,122.5
1,credit_card,8,183.4
1,debit_card,1,58.18
1,credit_card,2,87.7
1,credit_card,6,66.63
1,boleto,1,417.55
1,credit_card,5,51.32
1,credit_card,3,30.49
1,credit_card,1,99.9
1,credit_card,3,53.42
1,credit_card,1,67.58
1,credit_card,1,141.14
1,credit_card,3,89.3
1,credit_card,2,161.86
1,credit_card,1,151.17
1,credit_card,1,40.87
1,credit_card,6,167.48
1,credit_card,8,327.58
1,boleto,1,188.71
1,credit_card,5,147.78
1,credit_card,2,223.88
1,boleto,1,162.86
1,credit_card,4,124.69
1,boleto,1,171.0
1,credit_card,7,77.89
1,credit_card,1,60.85
1,credit_card,8,100.0
1,credit_card,8,282.8
1,credit_card,1,40.63
1,boleto,1,224.6
1,credit_card,1,76.57
1,credit_card,6,100.0
1,credit_card,2,197.27
1,credit_card,8,173.46
1,credit_card,1,100.0
1,credit_card,1,421.37
1,credit_card,1,15.58
1,credit_card,1,57.03
1,credit_card,1,47.0
1,credit_card,3,72.76
1,credit_card,2,26.77
1,credit_card,5,141.17
1,credit_card,4,56.95
1,credit_card,2,42.78
1,credit_card,3,72.14
1,credit_card,1,284.63
1,credit_card,8,182.11
1,credit_card,4,208.48
1,credit_card,1,100.0
1,credit_card,1,50.29
1,credit_card,1,72.76
1,credit_card,4,392.02
1,credit_card,5,149.13
1,credit_card,5,228.78
1,credit_card,3,155.58
1,boleto,1,204.53
1,credit_card,8,312.07
1,credit_card,1,358.04
2,voucher,1,135.46
1,credit_card,1,147.15
1,credit_card,3,83.23
1,boleto,1,30.28
1,credit_card,4,272.99
1,credit_card,1,609.24
1,boleto,1,30.78
1,credit_card,1,47.69
1,boleto,1,204.0
1,credit_card,7,75.49
1,boleto,1,68.02
1,credit_card,1,61.85
1,credit_card,5,53.7
1,boleto,1,41.36
2,credit_card,6,700.0
1,debit_card,1,444.59
